week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2023-02-26,tv (english),7,outer banks,Outer Banks: Season 2,23860000,
2023-02-26,tv (english),8,red rose,Red Rose: Season 1,20540000,
2023-02-26,tv (english),9,wednesday,Wednesday: Season 1,18950000,
2023-02-26,tv (english),10,the walking dead,The Walking Dead: Season 11,15940000,
2023-02-26,tv (non-english),1,triptych,Triptych: Season 1,50730000,
2023-02-26,tv (non-english),2,physical 100,Physical: 100: Season 1,37420000,
2023-02-26,tv (non-english),3,mr queen,,32440000,
2023-02-26,tv (non-english),4,crash course in romance,Crash Course in Romance: Limited Series,23280000,
2023-02-26,tv (non-english),5,the law according to lidia poët,The Law According to Lidia Poët: Season 1,22500000,
2023-02-26,tv (non-english),6,ganglands,Ganglands: Season 2,16790000,
2023-02-26,tv (non-english),7,love to hate you,Love to Hate You: Season 1,14370000,
2023-02-26,tv (non-english),8,eva lasting,Eva Lasting: Season 1,12890000,
2023-02-26,tv (non-english),9,ganglands,Ganglands: Season 1,12710000,
2023-02-26,tv (non-english),10,la reina del sur,La Reina del Sur: Season 3,12370000,
2023-02-19,films (english),1,your place or mine,,53810000,
2023-02-19,films (english),2,2 guns,,12460000,
2023-02-19,films (english),3,the woman king,,12210000,
2023-02-19,films (english),4,you people,,8500000,
2023-02-19,films (english),5,minions the rise of gru,,7960000,
2023-02-19,films (english),6,mission impossible fallout,,5940000,
2023-02-19,films (english),7,47 meters down uncaged,,5800000,
2023-02-19,films (english),8,true spirit,,5740000,
2023-02-19,films (english),9,bloodshot,,4620000,
2023-02-19,films (english),10,jurassic world,,4330000,
2023-02-19,films (non-english),1,squared love all over again,,12760000,
2023-02-19,films (non-english),2,all the places,,9930000,
2023-02-19,films (non-english),3,unlocked,,8870000,
2023-02-19,films (non-english),4,remember,,6330000,
2023-02-19,films (non-english),5,cirkus,,4250000,
2023-02-19,films (non-english),6,viking wolf,,3950000,
2023-02-19,films (non-english),7,all quiet on the western front,,2990000,
2023-02-19,films (non-english),8,thunivu hindi,,2950000,
2023-02-19,films (non-english),9,infiesto,,2130000,
2023-02-19,films (non-english),10,narvik,,1600000,
2023-02-19,tv (english),1,you,You: Season 4,64060000,
2023-02-19,tv (english),2,perfect match,Perfect Match: Season 1,24650000,
2023-02-19,tv (english),3,you,You: Season 1,22400000,
2023-02-19,tv (english),4,red rose,Red Rose: Season 1,21270000,
2023-02-19,tv (english),5,wednesday,Wednesday: Season 1,20240000,
2023-02-19,tv (english),6,ginny georgia,Ginny & Georgia: Season 2,18510000,
2023-02-19,tv (english),7,full swing,Full Swing: Season 1,17110000,
2023-02-19,tv (english),8,love is blind,Love Is Blind: Season 3,15860000,
2023-02-19,tv (english),9,you,You: Season 3,15620000,
2023-02-19,tv (english),10,you,You: Season 2,15120000,
2023-02-19,tv (non-english),1,physical 100,Physical: 100: Season 1,45420000,
2023-02-19,tv (non-english),2,love to hate you,Love to Hate You: Season 1,28570000,
2023-02-19,tv (non-english),3,the law according to lidia poët,The Law According to Lidia Poët: Season 1,28250000,
2023-02-19,tv (non-english),4,crash course in romance,Crash Course in Romance: Limited Series,21520000,
2023-02-19,tv (non-english),5,mr queen,,20950000,
2023-02-19,tv (non-english),6,in love all over again,In Love All Over Again: Season 1,16160000,
2023-02-19,tv (non-english),7,true beauty,,14940000,
2023-02-19,tv (non-english),8,la reina del sur,La Reina del Sur: Season 3,14890000,
2023-02-19,tv (non-english),9,alchemy of souls,Alchemy of Souls: Part 2,11900000,
2023-02-19,tv (non-english),10,ganglands,Ganglands: Season 2,10040000,
2023-02-12,films (english),1,your place or mine,,51230000,
2023-02-12,films (english),2,true spirit,,20730000,
2023-02-12,films (english),3,you people,,20400000,
2023-02-12,films (english),4,bloodshot,,14380000,
2023-02-12,films (english),5,minions the rise of gru,,11500000,
2023-02-12,films (english),6,lyle lyle crocodile,,9110000,
2023-02-12,films (english),7,pamela a love story,,8710000,
2023-02-12,films (english),8,sniper ultimate kill,,6760000,
2023-02-12,films (english),9,enough,,5400000,
2023-02-12,films (english),10,sniper ghost shooter,,5390000,
2023-02-12,films (non-english),1,viking wolf,,21480000,
2023-02-12,films (non-english),2,infiesto,,12940000,
2023-02-12,films (non-english),3,thunivu,,4050000,
2023-02-12,films (non-english),4,thunivu hindi,,3730000,
2023-02-12,films (non-english),5,all quiet on the western front,,3660000,
2023-02-12,films (non-english),6,vadh,,3080000,
2023-02-12,films (non-english),7,i like it but it scares me,,2620000,
2023-02-12,films (non-english),8,narvik,,2520000,
2023-02-12,films (non-english),9,my name is vendetta,,2240000,
2023-02-12,films (non-english),10,troll,,2180000,
2023-02-12,tv (english),1,you,You: Season 4,92070000,
2023-02-12,tv (english),2,ginny georgia,Ginny & Georgia: Season 2,25710000,
2023-02-12,tv (english),3,wednesday,Wednesday: Season 1,22650000,
2023-02-12,tv (english),4,you,You: Season 1,19240000,
2023-02-12,tv (english),5,ginny georgia,Ginny & Georgia: Season 1,15790000,
2023-02-12,tv (english),6,new amsterdam,New Amsterdam: Season 1,15410000,
2023-02-12,tv (english),7,lockwood co,Lockwood & Co.: Season 1,15370000,
2023-02-12,tv (english),8,love is blind,Love Is Blind: Season 3,12530000,
2023-02-12,tv (english),9,you,You: Season 3,11440000,
2023-02-12,tv (english),10,new amsterdam,New Amsterdam: Season 4,10210000,
2023-02-12,tv (non-english),1,physical 100,Physical: 100: Season 1,41610000,
2023-02-12,tv (non-english),2,crash course in romance,Crash Course in Romance: Limited Series,21040000,
2023-02-12,tv (non-english),3,the snow girl,The Snow Girl: Season 1,19610000,
2023-02-12,tv (non-english),4,la reina del sur,La Reina del Sur: Season 3,19610000,
2023-02-12,tv (non-english),5,true beauty,,16510000,
2023-02-12,tv (non-english),6,the interest of love,The Interest of Love: Limited Series,12390000,
2023-02-12,tv (non-english),7,alchemy of souls,Alchemy of Souls: Part 2,11610000,
2023-02-12,tv (non-english),8,love to hate you,Love to Hate You: Season 1,11270000,
2023-02-12,tv (non-english),9,class,Class: Season 1,9910000,
2023-02-12,tv (non-english),10,til money do us part,Til Money Do Us Part: Season 1,9330000,
2023-02-05,films (english),1,you people,,65610000,
2023-02-05,films (english),2,pamela a love story,,24330000,
2023-02-05,films (english),3,minions the rise of gru,,19360000,
2023-02-05,films (english),4,sniper ghost shooter,,12490000,
2023-02-05,films (english),5,true spirit,,11090000,
2023-02-05,films (english),6,the hurricane heist,,10120000,
2023-02-05,films (english),7,bloodshot,,8720000,
2023-02-05,films (english),8,glass onion a knives out mystery,,6830000,
2023-02-05,films (english),9,flushed away,,5090000,
2023-02-05,films (english),10,inheritance,,4790000,
2023-02-05,films (non-english),1,viking wolf,,28030000,
2023-02-05,films (non-english),2,infiesto,,12650000,
2023-02-05,films (non-english),3,narvik,,9950000,
2023-02-05,films (non-english),4,all quiet on the western front,,7050000,
2023-02-05,films (non-english),5,an action hero,,5740000,
2023-02-05,films (non-english),6,the price of family,,5430000,
2023-02-05,films (non-english),7,i like it but it scares me,,4510000,
2023-02-05,films (non-english),8,mission majnu,,3280000,
2023-02-05,films (non-english),9,jung_e,,2880000,
2023-02-05,films (non-english),10,troll,,2650000,
2023-02-05,tv (english),1,lockwood co,Lockwood & Co.: Season 1,39420000,
2023-02-05,tv (english),2,ginny georgia,Ginny & Georgia: Season 2,38090000,
2023-02-05,tv (english),3,wednesday,Wednesday: Season 1,28230000,
2023-02-05,tv (english),4,ginny georgia,Ginny & Georgia: Season 1,22550000,
2023-02-05,tv (english),5,new amsterdam,New Amsterdam: Season 1,18960000,
2023-02-05,tv (english),6,vikings valhalla,Vikings: Valhalla: Season 2,14840000,
2023-02-05,tv (english),7,new amsterdam,New Amsterdam: Season 2,9370000,
2023-02-05,tv (english),8,that 90s show,That '90s Show: Part 1,9370000,
2023-02-05,tv (english),9,freeridge,Freeridge: Season 1,8270000,
2023-02-05,tv (english),10,new amsterdam,New Amsterdam: Season 3,7910000,
2023-02-05,tv (non-english),1,the snow girl,The Snow Girl: Season 1,50240000,
2023-02-05,tv (non-english),2,physical 100,Physical: 100: Season 1,31300000,
2023-02-05,tv (non-english),3,la reina del sur,La Reina del Sur: Season 3,25730000,
2023-02-05,tv (non-english),4,record of ragnarok,Record of Ragnarok: Season 2,18880000,
2023-02-05,tv (non-english),5,crash course in romance,Crash Course in Romance: Limited Series,15550000,
2023-02-05,tv (non-english),6,the endless night,The Endless Night: Limited Series,14950000,
2023-02-05,tv (non-english),7,alchemy of souls,Alchemy of Souls: Part 2,11520000,
2023-02-05,tv (non-english),8,women at war,Women at War: Limited Series,11230000,
2023-02-05,tv (non-english),9,the interest of love,The Interest of Love: Limited Series,10950000,
2023-02-05,tv (non-english),10,shahmaran,Shahmaran: Season 1,10700000,
2023-01-29,films (english),1,you people,,55650000,
2023-01-29,films (english),2,inheritance,,11550000,
2023-01-29,films (english),3,glass onion a knives out mystery,,9670000,
2023-01-29,films (english),4,puss in boots,,6010000,
2023-01-29,films (english),5,devotion,,5910000,
2023-01-29,films (english),6,dog gone,,5800000,
2023-01-29,films (english),7,the pale blue eye,,5460000,
2023-01-29,films (english),8,sing,,5320000,
2023-01-29,films (english),9,roald dahls matilda the musical,,4600000,
2023-01-29,films (english),10,trolls,,3790000,
2023-01-29,films (non-english),1,narvik,,37980000,
2023-01-29,films (non-english),2,jung_e,,17620000,
2023-01-29,films (non-english),3,mission majnu,,10340000,
2023-01-29,films (non-english),4,all quiet on the western front,,8170000,
2023-01-29,films (non-english),5,the price of family,,6340000,
2023-01-29,films (non-english),6,an action hero,,4490000,
2023-01-29,films (non-english),7,troll,,2570000,
2023-01-29,films (non-english),8,dhamaka,,2550000,
2023-01-29,films (non-english),9,air force the movie danger close,,2190000,
2023-01-29,films (non-english),10,my name is vendetta,,1990000,
2023-01-29,tv (english),1,ginny georgia,Ginny & Georgia: Season 2,55610000,
2023-01-29,tv (english),2,wednesday,Wednesday: Season 1,35860000,
2023-01-29,tv (english),3,ginny georgia,Ginny & Georgia: Season 1,31140000,
2023-01-29,tv (english),4,that 90s show,That '90s Show: Part 1,26250000,
2023-01-29,tv (english),5,vikings valhalla,Vikings: Valhalla: Season 2,25120000,
2023-01-29,tv (english),6,lockwood co,Lockwood & Co.: Season 1,25120000,
2023-01-29,tv (english),7,new amsterdam,New Amsterdam: Season 1,14320000,
2023-01-29,tv (english),8,bling empire new york,Bling Empire: New York: Season 1,14280000,
2023-01-29,tv (english),9,bake squad,Bake Squad: Season 2,13040000,
2023-01-29,tv (english),10,kaleidoscope,Kaleidoscope: Limited Series,12110000,
2023-01-29,tv (non-english),1,la reina del sur,La Reina del Sur: Season 3,37470000,
2023-01-29,tv (non-english),2,shahmaran,Shahmaran: Season 1,33960000,
2023-01-29,tv (non-english),3,the snow girl,The Snow Girl: Season 1,31830000,
2023-01-29,tv (non-english),4,women at war,Women at War: Limited Series,30280000,
2023-01-29,tv (non-english),5,record of ragnarok,Record of Ragnarok: Season 2,29190000,
2023-01-29,tv (non-english),6,the endless night,The Endless Night: Limited Series,28330000,
2023-01-29,tv (non-english),7,physical 100,Physical: 100: Season 1,22510000,
2023-01-29,tv (non-english),8,fauda,Fauda: Season 4,19210000,
2023-01-29,tv (non-english),9,the glory,The Glory: Season 1,17360000,
2023-01-29,tv (non-english),10,alchemy of souls,Alchemy of Souls: Part 1,14930000,
2023-01-22,films (english),1,dog gone,,20910000,
2023-01-22,films (english),2,the pale blue eye,,12690000,
2023-01-22,films (english),3,glass onion a knives out mystery,,12040000,
2023-01-22,films (english),4,the hatchet wielding hitchhiker,,8230000,
2023-01-22,films (english),5,sing,,7090000,
2023-01-22,films (english),6,roald dahls matilda the musical,,6040000,
2023-01-22,films (english),7,puss in boots,,5860000,
2023-01-22,films (english),8,a quiet place part ii,,4760000,
2023-01-22,films (english),9,trolls,,4080000,
2023-01-22,films (english),10,disconnect the wedding planner,,3790000,
2023-01-22,films (non-english),1,jung_e,,19300000,
2023-01-22,films (non-english),2,mission majnu,,8940000,
2023-01-22,films (non-english),3,noise,,3370000,
2023-01-22,films (non-english),4,all quiet on the western front,,2800000,
2023-01-22,films (non-english),5,troll,,2590000,
2023-01-22,films (non-english),6,rrr hindi,,2200000,
2023-01-22,films (non-english),7,kaapa,,2130000,
2023-01-22,films (non-english),8,lesson plan,,1740000,
2023-01-22,films (non-english),9,my name is vendetta,,1620000,
2023-01-22,films (non-english),10,alkhallat,,1570000,
2023-01-22,tv (english),1,ginny georgia,Ginny & Georgia: Season 2,87400000,
2023-01-22,tv (english),2,vikings valhalla,Vikings: Valhalla: Season 2,55530000,
2023-01-22,tv (english),3,wednesday,Wednesday: Season 1,45740000,
2023-01-22,tv (english),4,ginny georgia,Ginny & Georgia: Season 1,43290000,
2023-01-22,tv (english),5,that 90s show,That '90s Show: Part 1,41080000,
2023-01-22,tv (english),6,vikings valhalla,Vikings: Valhalla: Season 1,25370000,
2023-01-22,tv (english),7,kaleidoscope,Kaleidoscope: Limited Series,22990000,
2023-01-22,tv (english),8,emily in paris,Emily in Paris: Season 3,15550000,
2023-01-22,tv (english),9,new amsterdam,New Amsterdam: Season 1,14640000,
2023-01-22,tv (english),10,the walking dead,The Walking Dead: Season 11,11800000,
2023-01-22,tv (non-english),1,la reina del sur,La Reina del Sur: Season 3,54090000,
2023-01-22,tv (non-english),2,women at war,Women at War: Limited Series,24530000,
2023-01-22,tv (non-english),3,the glory,The Glory: Season 1,24200000,
2023-01-22,tv (non-english),4,sky rojo,Sky Rojo: Season 3,19070000,
2023-01-22,tv (non-english),5,shahmaran,Shahmaran: Season 1,17030000,
2023-01-22,tv (non-english),6,alice in borderland,Alice in Borderland: Season 2,15680000,
2023-01-22,tv (non-english),7,fauda,Fauda: Season 4,12050000,
2023-01-22,tv (non-english),8,alchemy of souls,Alchemy of Souls: Part 1,11580000,
2023-01-22,tv (non-english),9,woman of the dead,Woman of the Dead: Season 1,11490000,
2023-01-22,tv (non-english),10,alpha males,Alpha Males: Season 1,10570000,
2023-01-15,films (english),1,the pale blue eye,,39860000,
2023-01-15,films (english),2,the hatchet wielding hitchhiker,,21270000,
2023-01-15,films (english),3,glass onion a knives out mystery,,19480000,
2023-01-15,films (english),4,dog gone,,18880000,
2023-01-15,films (english),5,sing,,10400000,
2023-01-15,films (english),6,roald dahls matilda the musical,,8310000,
2023-01-15,films (english),7,jumanji the next level,,6360000,
2023-01-15,films (english),8,transformers dark of the moon,,5630000,
2023-01-15,films (english),9,colombiana,,4860000,
2023-01-15,films (english),10,daddy day care,,4850000,
2023-01-15,films (non-english),1,noise,,7180000,
2023-01-15,films (non-english),2,how i became a gangster,,6960000,
2023-01-15,films (non-english),3,the raid 2,,3840000,
2023-01-15,films (non-english),4,the kings of the world,,3690000,
2023-01-15,films (non-english),5,confidential assignment 2 international,,3530000,
2023-01-15,films (non-english),6,thai massage,,2870000,
2023-01-15,films (non-english),7,farewell mr haffmann,,2850000,
2023-01-15,films (non-english),8,troll,,2520000,
2023-01-15,films (non-english),9,all quiet on the western front,,2220000,
2023-01-15,films (non-english),10,rrr hindi,,1820000,
2023-01-15,tv (english),1,ginny georgia,Ginny & Georgia: Season 2,162720000,
2023-01-15,tv (english),2,ginny georgia,Ginny & Georgia: Season 1,63230000,
2023-01-15,tv (english),3,wednesday,Wednesday: Season 1,57820000,
2023-01-15,tv (english),4,vikings valhalla,Vikings: Valhalla: Season 2,55350000,
2023-01-15,tv (english),5,kaleidoscope,Kaleidoscope: Limited Series,46570000,
2023-01-15,tv (english),6,vikings valhalla,Vikings: Valhalla: Season 1,25500000,
